stringKey,stringContent
WRANGLEDIALOG_20_4_CONTENT,Była moją koleżanką ze szkoły podstawowej.
WRANGLEDIALOG_20_5_CONTENT,Dawno jej nie widziałem.
WRANGLEDIALOG_20_6_CONTENT,"Przyszło mi do głowy, że to jej urodziny."
WRANGLEDIALOG_20_6_BUTTON,Czy ona jest twoją dziewczyną?
WRANGLEDIALOG_20_7_CONTENT,W rzeczywistości jesteśmy tylko kolegami z klasy.
WRANGLEDIALOG_20_8_CONTENT,Przyjaźń kolegów z klasy.
WRANGLEDIALOG_20_8_BUTTON,To takie proste.
WRANGLEDIALOG_20_9_CONTENT,Chodźmy ją zobaczyć.
WRANGLEDIALOG_20_9_BUTTON,W porządku.
WRANGLEDIALOG_21_CONTENT,"Jednak nadal potrzebujemy {PLAY_CHESS_NAME}, zanim wyjedziemy, co jest również okazją do nauki."
WRANGLEDIALOG_21_BUTTON_1,"Cóż, zacznijmy."
WRANGLEDIALOG_22_CONTENT,Czy coś jest ze mną nie tak?
WRANGLEDIALOG_22_BUTTON_1,Czy byłeś ostatnio zajęty?
WRANGLEDIALOG_23_CONTENT,"Zanim odejdę, chcę jeszcze sprawdzić determinację wszystkich."
WRANGLEDIALOG_23_BUTTON_1,"Cóż, zacznijmy."
WRANGLEDIALOG_24_CONTENT,Dokąd zmierzasz?
WRANGLEDIALOG_24_BUTTON_1,Wyrusz na przygodę.
WRANGLEDIALOG_24_1_CONTENT,Wyrusz na przygodę i zabierz mnie ze sobą.
WRANGLEDIALOG_24_1_BUTTON_1,Idźcie razem.
WRANGLEDIALOG_24_2_CONTENT,Jednak bez mojego najlepszego przyjaciela nie idę.
WRANGLEDIALOG_24_2_BUTTON_1,Twój najlepszy przyjaciel?
WRANGLEDIALOG_24_3_CONTENT,"Aby mieć najlepszych przyjaciół, wyruszyć w nieznaną podróż, pełną oczekiwań."
WRANGLEDIALOG_24_3_BUTTON_1,Jesteś całkiem dobry w czytaniu poezji.
WRANGLEDIALOG_24_4_CONTENT,"Jeśli posłuchasz więcej książek, to naturalnie."
WRANGLEDIALOG_24_5_CONTENT,Pójdę z moim najlepszym przyjacielem.
WRANGLEDIALOG_24_6_CONTENT,"Jeśli uda ci się wygrać w {PLAY_CHESS_NAME}, mogę rozważyć przygodę z tobą."
WRANGLEDIALOG_25_CONTENT,"Przygody są zawsze czymś, na co czekamy."
WRANGLEDIALOG_25_BUTTON_1,"Cóż, zacznijmy."
WRANGLEDIALOG_22_1_CONTENT,Mam pełne ręce roboty.
WRANGLEDIALOG_22_1_BUTTON_1,Mam pełne ręce roboty?
WRANGLEDIALOG_22_2_CONTENT,Moim zadaniem jako prawnika jest przede wszystkim przekonywanie innych.
WRANGLEDIALOG_22_2_BUTTON_1,"Tak więc, drogi {JOB_LOBBYIST}, wybierzmy się razem na przygodę."
WRANGLEDIALOG_22_3_CONTENT,Jestem zajęty.
WRANGLEDIALOG_22_3_BUTTON_1,"Dni, w których przeżywamy wspólne przygody, są niezbędne, aby słuchać opowiadanych historii."
WRANGLEDIALOG_22_4_CONTENT,"Uwielbiam rozmawiać, ale ostatnio mnie to nie interesuje."
WRANGLEDIALOG_22_4_BUTTON_1,Jesteś zbyt zmęczony i musisz się dostosować.
WRANGLEDIALOG_22_5_CONTENT,"Rzeczywiście, po zwolnieniu z firmy zostałem w domu."
WRANGLEDIALOG_22_5_BUTTON_1,Więc potrzebujemy cię.
WRANGLEDIALOG_22_6_CONTENT,Potrzebujesz mnie?
WRANGLEDIALOG_22_6_BUTTON_1,"Ponieważ jesteś dobrym małym przyjacielem, potrzebujemy cię."
WRANGLEDIALOG_22_7_CONTENT,"Przygoda była trudna i bałem się, że nie będę w stanie wytrzymać."
WRANGLEDIALOG_22_7_BUTTON_1,"Skąd wiesz, że nie spróbujesz?"
WRANGLEDIALOG_22_8_CONTENT,Również życie jest nieznaną przygodą.
WRANGLEDIALOG_22_9_CONTENT,"Pomyśl tysiąc razy, lepiej zrobić to raz."
WRANGLEDIALOG_22_10_CONTENT,Czy słusznie?
WRANGLEDIALOG_22_10_BUTTON_1,Więc na co czekasz?
WRANGLEDIALOG_54_CONTENT,Nie widziano przez wiele dni.
WRANGLEDIALOG_54_BUTTON_1,Długi.
WRANGLEDIALOG_54_1_CONTENT,Wciąż szukamy wielkiej mocy.
WRANGLEDIALOG_54_1_BUTTON_1,Udało Ci się go znaleźć?
WRANGLEDIALOG_54_2_CONTENT,Nic nie znaleziono.
WRANGLEDIALOG_54_3_CONTENT,"Zawsze czuję, że potężna siła nie jest daleko."
WRANGLEDIALOG_54_3_BUTTON_1,My też tak się czujemy.
WRANGLEDIALOG_54_4_CONTENT,Jesteśmy więc zespołem.
WRANGLEDIALOG_54_4_BUTTON_1,Co jeszcze czujesz na temat tej potężnej siły?
WRANGLEDIALOG_54_5_CONTENT,"Myślę, że musimy kontynuować poszukiwania i w końcu znajdziemy odpowiedź."
WRANGLEDIALOG_54_5_BUTTON_1,"Dołącz do nas, gdy się dowiemy."
WRANGLEDIALOG_54_6_CONTENT,"Ja również właśnie się teleportowałem, a urządzenie, które nas teleportowało, również było napędzane przez tę siłę."
WRANGLEDIALOG_54_6_BUTTON_1,Znalazłeś to?
WRANGLEDIALOG_54_7_CONTENT,Jest to dziedzictwo ostatniej bitwy.
WRANGLEDIALOG_54_8_CONTENT,Z tyłu powinni być inni członkowie zespołu.
WRANGLEDIALOG_54_8_BUTTON_1,"Wyjdźmy i przyjrzyjmy się najpierw, a potem wróćmy, aby go odebrać."
WRANGLEDIALOG_55_CONTENT,"Nie widziałem go od wielu dni, ale nadal chcę spróbować i zobaczyć zaufanie wszystkich."
WRANGLEDIALOG_55_BUTTON_1,"Cóż, zacznijmy."
PLANET_47,Planeta 47
WRANGLEDIALOG_56_CONTENT,Dotarłem bezpiecznie.
WRANGLEDIALOG_56_BUTTON_1,Nie widziano przez wiele dni.
WRANGLEDIALOG_56_1_CONTENT,"W drodze do teleportacji wydaje mi się, że coś niejasno widzę?"
WRANGLEDIALOG_56_1_BUTTON_1,Widzisz co?
WRANGLEDIALOG_56_2_CONTENT,"Nie jestem pewien, ponieważ nie czuję, że siła jest bardzo stabilna."
WRANGLEDIALOG_56_3_CONTENT,"Wygląda na to, że jest jakieś urządzenie podobne do anteny, czy coś takiego."
WRANGLEDIALOG_56_3_BUTTON_1,Co robią?
WRANGLEDIALOG_56_4_CONTENT,"Nie wiem, ale wydaje mi się, że ma to coś wspólnego z niestabilnością tej siły."
WRANGLEDIALOG_56_4_BUTTON_1,Co jeszcze widzisz?
WRANGLEDIALOG_56_5_CONTENT,"Wydaje mi się, że znowu widzę dwie dziewczyny."
WRANGLEDIALOG_56_5_BUTTON_1,Dwie dziewczyny?
WRANGLEDIALOG_56_6_CONTENT,"Zbyt ogólnikowe, nie jestem pewien."
WRANGLEDIALOG_56_7_CONTENT,"Wydaje się, że obok niego jest inna osoba."
WRANGLEDIALOG_56_7_BUTTON_1,Och?
WRANGLEDIALOG_56_8_CONTENT,"Czuję, że wygląda bardzo podobnie do {NAME_AVATAR_20}."
WRANGLEDIALOG_56_8_BUTTON_1,Czy jest to {NAME_AVATAR_20} z {NAME_AVATAR_33}?
WRANGLEDIALOG_56_9_CONTENT,"Prawdopodobnie nie, powinien zostać wygnany podczas ostatniej bitwy."
WRANGLEDIALOG_56_9_BUTTON_1,"Rzeczywiście, {PLANET_47} jest daleko stąd i nie może być nim."
WRANGLEDIALOG_56_10_CONTENT,Idziemy na nową przygodę.
WRANGLEDIALOG_57_CONTENT,Czy nasza siła jest nadal taka sama jak zawsze? Nadal chcę spróbować.
WRANGLEDIALOG_57_BUTTON_1,"Cóż, zacznijmy."
WRANGLEDIALOG_76_1_CONTENT,Wszyscy słyszeliście moją historię.
WRANGLEDIALOG_76_2_CONTENT,To już dawno temu i być może zostało zapomniane.
WRANGLEDIALOG_76_3_CONTENT,Moi trzej uczniowie nauczyli się wszystkich moich umiejętności i byli niezwykle potężni.
WRANGLEDIALOG_76_4_CONTENT,Lubię wędrować i czynić niebo i ziemię domem.
WRANGLEDIALOG_76_5_CONTENT,"Spotkałem wielu ludzi z wielkimi umiejętnościami, wieloma niezwykłymi rzeczami."
WRANGLEDIALOG_76_6_CONTENT,"Nie lubię rywalizować z ludźmi, ale mam odwagę rywalizować."
WRANGLEDIALOG_76_7_CONTENT,"Zwycięstwo jest tylko komplementem z mojej strony, a porażka jest normą."
WRANGLEDIALOG_76_7_BUTTON_1,Gra
WRANGLEDIALOG_76_7_BUTTON_2,Do widzenia
WRANGLEDIALOG_83_CONTENT,"Drogi przechodniu, dokąd idziesz?"
WRANGLEDIALOG_83_BUTTON_1,Czy to jest {NAME_1}?
WRANGLEDIALOG_83_1_CONTENT,"Wielki kraj, kraina muzyki, jest także moim rodzinnym miastem i ojczyzną, a jako członek rodziny królewskiej odpowiadam wam, że tak właśnie jest."
WRANGLEDIALOG_83_1_BUTTON_1,"Witaj, to zaszczyt cię poznać."
WRANGLEDIALOG_83_2_CONTENT,Co porabiasz?
WRANGLEDIALOG_83_2_BUTTON_1,Chcemy znaleźć twoją księżniczkę.
WRANGLEDIALOG_83_3_CONTENT,Och?
WRANGLEDIALOG_83_3_BUTTON_1,"Dowiedzieliśmy się, że twój teść ma urodziny i przyszedł mu pogratulować."
WRANGLEDIALOG_83_4_CONTENT,Znacie się?
WRANGLEDIALOG_83_4_BUTTON_1,Jesteśmy kolegami księżniczki z klasy.
WRANGLEDIALOG_83_5_CONTENT,"Spojrzałem na waszą grupę i z mojego doświadczenia wynika, że prawdopodobnie się znacie."
WRANGLEDIALOG_83_5_BUTTON_1,Czy możesz pomóc nam ją znaleźć?
WRANGLEDIALOG_83_6_CONTENT,"Trudno powiedzieć, trzeba zapytać króla i królową."
WRANGLEDIALOG_83_6_BUTTON_1,Czy możesz nas polecić?
WRANGLEDIALOG_83_7_CONTENT,Jestem entuzjastycznym członkiem rodziny królewskiej.
WRANGLEDIALOG_83_8_CONTENT,"Ale musisz udowodnić, że wierzę w ciebie."
WRANGLEDIALOG_84_CONTENT,Mogę?
WRANGLEDIALOG_84_BUTTON_1,"Cóż, zacznijmy."
WRANGLEDIALOG_93_CONTENT,Szukasz mnie do prowadzenia interesów?
WRANGLEDIALOG_93_BUTTON_1,Są duże interesy.
WRANGLEDIALOG_93_1_CONTENT,Jak wielka sprawa?
WRANGLEDIALOG_93_1_BUTTON_1,Świetna oferta do kupowania i sprzedawania.
WRANGLEDIALOG_93_2_CONTENT,"Jestem uczciwy w tradingu, a jeśli wprowadzisz mnie w wielką sprawę, będziesz niezbędny po jej zakończeniu."
WRANGLEDIALOG_93_2_BUTTON_1,Brzmi sprawiedliwie.
WRANGLEDIALOG_93_3_CONTENT,"Powiedz, o co chodzi?"
WRANGLEDIALOG_93_3_BUTTON_1,"Potrzebujemy, abyś pojechał z nami na wycieczkę."
WRANGLEDIALOG_93_4_CONTENT,"Wybierz się na wycieczkę, aby kupić i sprzedać? Handel ludźmi?"
WRANGLEDIALOG_93_4_BUTTON_1,Dokąd chcesz się udać.
WRANGLEDIALOG_93_5_CONTENT,"To nie byłaby ta sama umowa, co ostatnio, prawda?"
WRANGLEDIALOG_93_6_CONTENT,Nie robię już tego rodzaju działalności! Ile pieniędzy nie idzie!
WRANGLEDIALOG_93_6_BUTTON_1,"Nie powiedziałem, o co chodzi."
WRANGLEDIALOG_93_7_CONTENT,"Doświadczenie ostatniej przygody, wciąż mam kołatanie serca, jestem biznesmenem, a nie poszukiwaczem przygód!"
WRANGLEDIALOG_93_7_BUTTON_1,Jednak tym razem może zarobić dużo pieniędzy.
WRANGLEDIALOG_93_8_CONTENT,Czy na pewno?
WRANGLEDIALOG_93_8_BUTTON_1,Oczywiście. B
WRANGLEDIALOG_94_CONTENT,"Zanim jednak pójdziemy, muszę zobaczyć, ile masz pieniędzy."
WRANGLEDIALOG_94_BUTTON_1,"Cóż, zacznijmy."
PLAYCHESSSUCCESSFUNCTION_AVATAR_9_STRING,Sukces nigdy nie jest łatwy.
PLAYCHESSFAILUREFUNCTION_AVATAR_9_STRING,Porażka nie trwa wiecznie.
WRANGLEDIALOG_103_CONTENT,Często mówię do siebie.
WRANGLEDIALOG_103_BUTTON_1,Przepraszam.
WRANGLEDIALOG_103_FUNCTION_1_1,"Mój pies ciągle biega, widzisz to?"
WRANGLEDIALOG_103_FUNCTION_1_2,"Jeśli potrzebujesz, porozmawiaj ze mną."
WRANGLEDIALOG_103_FUNCTION_1_3,"Bogaty kolor ciężki jadeit jest zły i arogancki, niebieskie ubrania i rękawy wodne są niebieskie i falujące, nikt nie pije pełnego koloru, a jest taras Yueyang Lou. Stalowy drut drżał tysiące razy, a trybuna musiała się w końcu cofnąć, tak że chmury pokryły księżyc i czerwony pył, a mały student wciąż nadchodził."
WRANGLEDIALOG_103_FUNCTION_1_4,"Chodzenie po górach, aby znaleźć czerwone niebo, wiejący śnieg i ślady łez. Spadający kwiat ma obsesję na punkcie tej myśli, a łzy nie są złamane. Mróz siedział zgodnie, opierając się na mieczu i wisząc długo. Pigułka Błota Tysiąca Armii chodziła po niebie i grzmiała, a długie niebo błyszczało sylwetkami. Wirujący deszcz przycisnął górę i nie było spokoju i półstrachu."
WRANGLEDIALOG_103_FUNCTION_1_5,"Zachodni wiatr pił heroiczne wino i nie widział, jak bohater wraca o zmierzchu. Trudno jest zwrócić późną rękę, a deszcz pada lekko. Piękno kapie łzami na białym jadeitowym talerzu i trudno jest zostawić zielony jedwab na wietrze. Gwiazdy i światło księżyca są wspaniałe, a kochanek zawsze się przytuli."
WRANGLEDIALOG_103_FUNCTION_1_6,"Idź gdzie indziej, aby znaleźć kwiaty brzoskwini, kwiaty brzoskwini wciąż uśmiechają się w wiosennym wietrze, wiosenna bryza jest zimna, kwiaty brzoskwini na twarzach ludzi są czerwone, czerwona twarz jest bezcenna, pijana celowo, niejasno w przeszłości, kiedy był nastolatkiem."
WRANGLEDIALOG_103_FUNCTION_1_7,"Tysiąc mil lodowców trochę czerwony, Xiaoxiao północny wiatr, aby zapytać, kogo odwiedzić? Długi smutek jest bezwzględny i zbliża się szermierz, a świat jest pełen przechodniów."
WRANGLEDIALOG_103_FUNCTION_1_8,"Zielone góry, zielone wody, białe chmury przechodzą, dzikie trawy bezczynne kwiaty Nonuo drżą, wiatr i mocna trawa gonią dzikie motyle, pustynny żółty piasek strzegący granicy. Koniec świata szeptany, iskrzący się w wodzie, tysiąc smutków jest trudnych do rozwiązania i pielęgnowania, a lustrzany budynek wodny jest kwiatem na księżycu."
WRANGLEDIALOG_103_FUNCTION_1_9,"Dziesięć lat z dala od domu i końca świata, jasny księżyc w moim rodzinnym mieście świeci w moim sercu. Wszystkie ręce sadzą kwiaty i kwiaty, a czas leci."
WRANGLEDIALOG_103_FUNCTION_1_10,"Spódnica motyla latała wokół ciała, jadeitowy palec prowadził parasol do chodzenia po linii, resztki stawu kwiatowego, a tysiąc gór patrzyło na pogoń za wolnością."
WRANGLEDIALOG_103_FUNCTION_1_11,"Spotkanie z najpiękniejszą Tobą, w tętniącej życiem porze roku, dało mi najpiękniejsze życie i najpiękniejszy uśmiech, pozwoliło mi zrozumieć, że dni można spędzić w ten sposób, to ciepło i natura, których doświadczam sercem, i pozwól mi mieć dom. Tak niesamowite, tak niesamowite, tak zasłużone. Wydawało mi się, że miałem tyle szczęścia, że podjąłem tę ważną decyzję."
WRANGLEDIALOG_103_FUNCTION_1_12,"Nieświadomie kwitnie już osmantus, a bryza pachnie księżycem. Opierając się na samotnym patrzącym na wodę rzeki Jangcy, ciesz się zapachem osmantusa razem."
WRANGLEDIALOG_103_FUNCTION_1_13,"Fei Ao wpadł w amok i gonił piasek, i nie przeklinał jako generał. Tylko westchnienie bezwzględne niebo nie jest stare, tylko nienawidzić króla Wuxiang."
WRANGLEDIALOG_103_FUNCTION_1_14,"Jasny księżyc oświetla powiernika, bohatera końca świata. Gdzie idzie nóż? Wzdrygając."
WRANGLEDIALOG_103_FUNCTION_1_15,"Wędrując po księżycowym basenie w mglistych chmurach o zmierzchu, na gałęziach nie wisiały kwiaty brzoskwini. Najbardziej znienawidzony zachodni wiatr minął, a gwiazdy nie wiedzą, o co się martwić."
WRANGLEDIALOG_103_FUNCTION_1_16,"odleciał w dal, daleko, niewidzialny. Nie mogę go też dotknąć. Tam, gdzie go nie widać, jest daleko. Chwytając piasek pod stopy, stracił oddech rodzinnego miasta i znajomy oddech. Nie będzie wiecznego zjednoczenia, długiego rozstania. Mlecze również zakwitną, małe parasole startują z daleka, luksusowe podróże lotnicze, ważki wskazują na lekkość wody, wciąż latają na ziemię, żując znajomy oddech. Przeleciał żółty piasek, nie poszedłem z nim, przeleciał żółty piasek, wciąż znajomy oddech. Żółty piasek przeleciał, a mniszek lekarski wciąż się kołysał. Żółty piasek przelatywał obok, a małe parasole wciąż latały po niebie. Żółty piasek przeleciał, ale zobaczyłem mały zielony pączek."
WRANGLEDIALOG_103_FUNCTION_1_17,"Liść samolotu powoli unosi się po gałęziach, a zimny wiatr wieje, delikatnie smuga powietrza i ląduje stabilnie na ziemi. To jest wezwanie Matki Ziemi. Jest to nowa reinkarnacja. Biały płatek śniegu powoli przechodził przez chmury, kupił bilet w jedną stronę do domu, suche powietrze dryfowało po ziemi, to był łomot Matki Ziemi, jesteś taka piękna, matko. Tęcza na niebie spadła, czerwona to nasza krew, żółta to nasza twarz, zielona to zielone liście samolotu. Cienki szalik z gazy spada z ramion, lecąc na biegnącym wietrze,, tak szybko. Naprzód na morzu. Mewy piaskowe ćwierkają, galopując na wiacie, jesteście szalikiem Matki Ziemi, mewami piaskowymi. To szalik, który nie spada."
WRANGLEDIALOG_103_FUNCTION_1_18,"Wiosenna bryza znów kwitnie, a sen dzwoni w sercu ostatniej nocy, trwa tylko miłosna rozmowa, a serce drży. Kim chce się zająć Xiao Lou Lonely Moon? Jeden po drugim spadający sierp księżyca rozlewa się, pył przeszłości bada twarze ludzi, a kwiaty brzoskwini śmieją się głupio z wiosennej bryzy."
WRANGLEDIALOG_103_FUNCTION_1_19,"Supergirl wciąż przeciwstawia się grawitacji ziemi, aby uratować ziemię, wirujący drewniany koń wciąż kręci się samotnie, czekając na małą dziewczynkę, kaczki w płynącej mieszanej miazgi rzeki Chuanyang są nadal apatyczne, a szczeniak sąsiada nadal lubi zostawiać świeże pola ryżowe na schodach mojego domu. Słońce wciąż świeci i sprawia, że ludzie chichoczą, a uśmiechnięta słoneczna twarz jest nadal taka urocza."
WRANGLEDIALOG_103_FUNCTION_1_20,"Nie zrobione, nie ukończone."
WRANGLEDIALOG_104_CONTENT,To jest list.
WRANGLEDIALOG_106_CONTENT,"Drogi {NAME_AVATAR_3}:\nMoje urodziny nadchodzą, moje przyjęcie urodzinowe zaprasza na to, przyjdź i znajdź mnie w {SCENE_NAME_HALL_OF_MELODY} na północ od {SCENE_NAME_STAVE_AVENUE}. Nie było mnie przez jakiś czas, tak bardzo za tobą tęsknię i nie mogę się doczekać spotkania z tobą. \n{NAME_AVATAR_19}, twój kolega z klasy {NAME_AVATAR_19}."
WRANGLEDIALOG_106_BUTTON_1,"Dlaczego list jest tutaj umieszczony? ,,, na wschodzie jest {SCENE_NAME_STAVE_AVENUE}, chodźmy na jej przyjęcie urodzinowe."
TO_NAME_AVATAR_3_LETTER,{NAME_AVATAR_3} pro-start.
I_LIKE_LOBBYIST,"Lubię ludzi, którzy potrafią dobrze mówić."
IS_DOG1,"Lubisz biegać bezmyślnie, w towarzystwie wiatru i deszczu, drogi mały przyjacielu, czy to ty?"
YOU_ARE_A_TALL_FELLOW,Jesteś lepszą osobą!
WINS_AND_LOSSES_ARE_COMMON_1,Zwycięstwo i porażka są na porządku dziennym.
WINS_AND_LOSSES_ARE_COMMON_2,Szybkość jest najważniejsza.
WINS_AND_LOSSES_ARE_COMMON_3,Moi uczniowie są silni.
WINS_AND_LOSSES_ARE_COMMON_4,Zawsze szukam odległego miejsca.
I_DONOT_HAVE_MY_BEST_FRIEND_HERE,Pójdę z moim najlepszym przyjacielem.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_1_1,Otwórz go.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_1_2,Otwórz go.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_2_1,Wiedza to potęga.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_2_2,Zapisy zawierają życie.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_3_1,Odizoluj świat.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_3_2,Zachowaj poczucie spokoju.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_9_1,Nie ma gdzie nadepnąć na żelazne buty.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_9_2,To nie wymaga żadnego wysiłku.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_10_1,Listy od kolegów z klasy.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_10_2,List od przyjaciela.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_1,Cichy.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_2,Bezruch.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_3,Powtarzanie jest magiczną bronią zwycięstwa.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_4,Istnieje sekret robienia rzeczy.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_5,Pośpiech powoduje marnotrawstwo.
PLAYCHESSFAILUREFUNCTION_NPCARTICLE_ODETOJOY,"Jestem strażnikiem {NAME_1}, lojalnym opiekunem króla."
PLAYCHESSSTARTWORDSKEY_AVATAR_1_1,Wygrać.
PLAYCHESSSTARTWORDSKEY_AVATAR_1_2,Musi wygrać.
PLAYCHESSSTARTWORDSKEY_AVATAR_2_1,Szczęście jest do dotknięcia.
PLAYCHESSSTARTWORDSKEY_AVATAR_2_2,Szczęście jest również do dotknięcia.
PLAYCHESSSTARTWORDSKEY_AVATAR_3_1,Obliczyłem szanse na wygraną.
PLAYCHESSSTARTWORDSKEY_AVATAR_3_2,To także okazja do nauki.
PLAYCHESSSTARTWORDSKEY_AVATAR_4_1,Dobre słowa nie oznaczają szczęścia.
PLAYCHESSSTARTWORDSKEY_AVATAR_4_2,Ekspresja powinna być metodyczna.
PLAYCHESSSTARTWORDSKEY_AVATAR_5_1,W oddali.
PLAYCHESSSTARTWORDSKEY_AVATAR_5_2,Oko polarne.
PLAYCHESSSTARTWORDSKEY_AVATAR_6_1,"Przyjdź i odejdź, jak chcesz."
PLAYCHESSSTARTWORDSKEY_AVATAR_6_2,Swoboda wycofania.
PLAYCHESSSTARTWORDSKEY_AVATAR_7_1,Ramiona ze stali.
PLAYCHESSSTARTWORDSKEY_AVATAR_7_2,Silna moc.
PLAYCHESSSTARTWORDSKEY_AVATAR_8_1,Targowanie się to biznes biznesmena.
PLAYCHESSSTARTWORDSKEY_AVATAR_8_2,Wszystko ma swoją cenę.
PLAYCHESSSTARTWORDSKEY_AVATAR_9_1,Ciepło słońca otacza cię.
PLAYCHESSSTARTWORDSKEY_AVATAR_9_2,Słońce świeci na ciebie.
PLAYCHESSSTARTWORDSKEY_AVATAR_10_1,Moja wytrzymałość jest dobra.
PLAYCHESSSTARTWORDSKEY_AVATAR_10_2,Mam dobry humor.
PLAYCHESSSTARTWORDSKEY_AVATAR_11_1,Mam wielu przyjaciół.
PLAYCHESSSTARTWORDSKEY_AVATAR_11_2,Moi przyjaciele i ja często się spotykamy.
PLAYCHESSSTARTWORDSKEY_AVATAR_12_1,Jak śmiesz rzucać mi wyzwania?
PLAYCHESSSTARTWORDSKEY_AVATAR_12_2,Igrasz z ogniem.
PLAYCHESSSTARTWORDSKEY_AVATAR_13_1,"Pływające życie dla miłości, aby zablokować rabunek."
PLAYCHESSSTARTWORDSKEY_AVATAR_13_2,Praktykuj przez 10 000 lat.
PLAYCHESSSTARTWORDSKEY_AVATAR_14_1,Mam wielu braci.
PLAYCHESSSTARTWORDSKEY_AVATAR_14_2,Mam kilka sióstr.
PLAYCHESSSTARTWORDSKEY_AVATAR_15_1,"Ideał czy rzeczywistość, którą wybierasz?"
PLAYCHESSSTARTWORDSKEY_AVATAR_15_2,Solona ryba nie ma ideałów.
PLAYCHESSSTARTWORDSKEY_AVATAR_16_1,"Mogę, robię."
PLAYCHESSSTARTWORDSKEY_AVATAR_16_2,"Niebo i ziemia są szerokie, a serce szerokie."
PLAYCHESSSTARTWORDSKEY_AVATAR_17_1,Jest tu naprawdę wietrznie.
PLAYCHESSSTARTWORDSKEY_AVATAR_17_2,Wiatr wieje energicznie.
PLAYCHESSSTARTWORDSKEY_AVATAR_18_1,Zapach kwiatów śliwy pochodzi z przenikliwego zimna.
PLAYCHESSSTARTWORDSKEY_AVATAR_18_2,Cierpienie jest życiem.
PLAYCHESSSTARTWORDSKEY_AVATAR_19_1,Przyszłość ma przyszłe rozwiązania.
PLAYCHESSSTARTWORDSKEY_AVATAR_19_2,Dzisiaj jest dzisiejszy układ.
PLAYCHESSSTARTWORDSKEY_AVATAR_20_1,Powaga to postawa.
PLAYCHESSSTARTWORDSKEY_AVATAR_20_2,Moja postawa jest poważna i pielęgnowana.
PLAYCHESSSTARTWORDSKEY_AVATAR_21_1,Na świecie jesteśmy ty i ja.
PLAYCHESSSTARTWORDSKEY_AVATAR_21_2,Ty i ja jesteśmy wyjątkowi.
PLAYCHESSSTARTWORDSKEY_AVATAR_22_1,"Byłem bardzo zmotywowany, kiedy byłem młodszy."
PLAYCHESSSTARTWORDSKEY_AVATAR_22_2,Jestem teraz bardzo zmotywowany.
PLAYCHESSSTARTWORDSKEY_AVATAR_23_1,Pielęgnuj siebie.
PLAYCHESSSTARTWORDSKEY_AVATAR_23_2,Spójrz na siebie.
PLAYCHESSSTARTWORDSKEY_AVATAR_24_1,"Pielęgnuj, aby zobaczyć siebie."
PLAYCHESSSTARTWORDSKEY_AVATAR_24_2,"Własna uprawa, własna wiedza."
PLAYCHESSSTARTWORDSKEY_AVATAR_25_1,Korona wykonana jest ze złota.
PLAYCHESSSTARTWORDSKEY_AVATAR_25_2,Korona błyszczy.
PLAYCHESSSTARTWORDSKEY_AVATAR_26_1,"Bez względu na to, jak olśniewająca jest korona, należy ją również często wycierać."
PLAYCHESSSTARTWORDSKEY_AVATAR_26_2,"Korona wykonana jest ze złota, co reprezentuje jakość."
PLAYCHESSSTARTWORDSKEY_AVATAR_27_1,Wygraj lub przegraj we wszystkim.
PLAYCHESSSTARTWORDSKEY_AVATAR_27_2,"Dostanę to, czego chcę."
PLAYCHESSSTARTWORDSKEY_AVATAR_28_1,"Bez względu na to, jak czysty jest pokój, należy o niego często dbać."
PLAYCHESSSTARTWORDSKEY_AVATAR_28_2,Sprzątanie pokoju nie jest prostą pracą.
PLAYCHESSSTARTWORDSKEY_AVATAR_29_1,Trzymanie się pracy przez długi czas nie jest łatwe.
PLAYCHESSSTARTWORDSKEY_AVATAR_29_2,Dbanie o pałac nie jest łatwe.
PLAYCHESSSTARTWORDSKEY_AVATAR_30_1,Nie powinno mnie widać.
PLAYCHESSSTARTWORDSKEY_AVATAR_30_2,Nie widzę mnie.
NOW_I_AM_THE_TEAM_LEADER,Teraz jestem na czele kolejki.
NPCARTICLETRIGGER_NAME_2,{NAME_AVATAR_3} Drzwi domu
NPCARTICLETRIGGER_NAME_3,{NAME_AVATAR_4} Drzwi domu
WAIT_A_MOMENT,Trzymaj się
DICE_STARTED,Rozpoczęto grę w kości do twarzy %s
WHERE_ARE_THE_LOBBYISTS,Gdzie jest {JOB_LOBBYIST}?
SILENT_NOTE_DO,Cicha notatka · Do (1)
SILENT_NOTE_RE,Cicha notatka ·
SILENT_NOTE_MI,Cicha notatka ·
